,index,number_of_siblings,direct_admission,CCA,learning_style,student_id,gender,tuition,final_test,n_male,n_female,age,hours_per_week,attendance_rate,sleep_time,wake_time,mode_of_transport,bag_color,sleep_time_dt,wake_time_dt,sleep_duration,sleep_minutes
4615,4615,2,No,SPORTS,Auditory,JGSDZQ,Male,N,54.0,11.0,9.0,16.0,19.0,96.0,22:00,6:00,private transport,white,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4616,4616,0,No,SPORTS,Auditory,ICOFIP,Female,N,63.0,6.0,21.0,16.0,8.0,91.0,21:30,5:30,public transport,green,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
4617,4617,1,Yes,CLUBS,Auditory,W7P0BP,Female,N,68.0,19.0,6.0,16.0,14.0,90.0,23:00,7:00,walk,black,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
4618,4618,0,No,CLUBS,Visual,TR9AI4,Female,Y,68.0,4.0,19.0,15.0,8.0,96.0,21:30,5:30,public transport,green,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
4619,4619,2,No,SPORTS,Auditory,K1035M,Female,Y,63.0,11.0,8.0,15.0,15.0,98.0,22:00,6:00,private transport,black,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4620,4620,1,No,NONE,Visual,ZYSTJ6,Male,Y,64.0,14.0,14.0,15.0,9.0,95.0,22:30,6:30,private transport,red,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4621,4621,1,No,SPORTS,Visual,4SP0CL,Female,Y,66.0,23.0,1.0,15.0,9.0,95.0,22:00,6:00,private transport,green,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4622,4622,0,No,NONE,Visual,EZFQFF,Female,Y,82.0,23.0,1.0,15.0,6.0,95.0,21:30,5:30,public transport,white,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
4623,4623,0,Yes,CLUBS,Auditory,7T5OJO,Female,N,76.0,16.0,3.0,16.0,13.0,95.0,21:30,5:30,public transport,green,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
4624,4624,0,Yes,NONE,Visual,JTFU2G,Female,Y,72.0,12.0,4.0,16.0,7.0,93.0,21:30,5:30,public transport,blue,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
4625,4625,0,Yes,CLUBS,Auditory,1J5XPO,Male,Y,79.0,12.0,3.0,16.0,5.0,92.0,21:00,5:00,public transport,black,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
4626,4626,1,No,CLUBS,Auditory,5C0ZKP,Male,Y,65.0,10.0,18.0,16.0,18.0,99.0,21:30,5:30,public transport,black,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
4627,4627,0,No,SPORTS,Auditory,1FOYNM,Male,Y,87.0,10.0,12.0,16.0,9.0,98.0,22:30,6:30,private transport,black,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4628,4628,1,No,ARTS,Auditory,RM1YRO,Female,N,48.0,20.0,5.0,16.0,2.0,71.0,1:00,7:00,walk,white,1900-01-01 01:00:00,1900-01-01 07:00:00,0 days 06:00:00,360
4629,4629,0,No,SPORTS,Auditory,66AH31,Female,N,59.0,22.0,0.0,16.0,6.0,91.0,21:00,5:00,public transport,yellow,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
4630,4630,1,No,ARTS,Visual,J5WBUZ,Female,N,56.0,12.0,14.0,16.0,12.0,92.0,22:00,6:00,private transport,black,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4631,4631,0,No,SPORTS,Auditory,DBC41Q,Female,N,65.0,3.0,24.0,15.0,6.0,93.0,21:00,5:00,public transport,blue,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
4632,4632,2,No,ARTS,Auditory,T0W9KJ,Male,N,48.0,14.0,5.0,16.0,3.0,95.0,1:00,6:00,private transport,white,1900-01-01 01:00:00,1900-01-01 06:00:00,0 days 05:00:00,300
4633,4633,2,No,ARTS,Visual,YCXRA0,Male,N,70.0,19.0,4.0,15.0,7.0,90.0,23:00,7:00,walk,red,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
4634,4634,0,No,SPORTS,Visual,8EBQQY,Female,N,92.0,1.0,22.0,15.0,5.0,97.0,23:00,7:00,walk,red,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
4635,4635,1,No,SPORTS,Auditory,AZLNR4,Male,N,51.0,13.0,16.0,15.0,8.0,91.0,22:30,6:30,private transport,yellow,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4636,4636,0,Yes,ARTS,Visual,LNZ85S,Male,N,73.0,18.0,0.0,15.0,15.0,97.0,22:00,6:00,private transport,green,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4637,4637,0,Yes,NONE,Visual,XQY067,Female,N,84.0,8.0,12.0,15.0,7.0,98.0,22:30,6:30,private transport,red,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4638,4638,1,No,CLUBS,Auditory,WEG87A,Female,Y,61.0,4.0,23.0,15.0,12.0,95.0,23:00,6:00,private transport,blue,1900-01-01 23:00:00,1900-01-01 06:00:00,0 days 07:00:00,420
4639,4639,1,No,ARTS,Visual,G4RE7U,Male,Y,48.0,10.0,20.0,15.0,10.0,95.0,23:00,7:00,walk,white,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
4640,4640,0,No,SPORTS,Visual,0Q96JP,Male,N,80.0,12.0,12.0,15.0,6.0,95.0,23:00,7:00,walk,green,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
4641,4641,2,No,CLUBS,Visual,JH5XNZ,Male,Y,78.0,13.0,4.0,16.0,8.0,95.0,21:00,5:00,public transport,black,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
4642,4642,1,No,ARTS,Visual,X2ON6H,Female,Y,56.0,29.0,1.0,15.0,8.0,92.0,21:30,5:30,public transport,red,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
4643,4643,0,No,CLUBS,Visual,NIRYOD,Female,Y,78.0,4.0,24.0,16.0,9.0,93.0,23:00,7:00,walk,yellow,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
4644,4644,1,Yes,NONE,Visual,5AWRYA,Male,Y,68.0,15.0,6.0,16.0,7.0,94.0,21:30,5:30,public transport,black,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
4645,4645,0,No,ARTS,Visual,ZR1W4F,Male,Y,92.0,19.0,0.0,16.0,6.0,92.0,22:30,6:30,private transport,black,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4646,4646,1,Yes,NONE,Auditory,EDLJRJ,Male,N,85.0,19.0,3.0,16.0,10.0,93.0,23:00,6:00,private transport,yellow,1900-01-01 23:00:00,1900-01-01 06:00:00,0 days 07:00:00,420
4647,4647,0,No,NONE,Auditory,3A4G2S,Male,Y,91.0,18.0,7.0,15.0,8.0,94.0,22:30,6:30,private transport,yellow,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4648,4648,1,No,SPORTS,Visual,COBM9U,Male,N,56.0,17.0,13.0,16.0,7.0,94.0,22:00,6:00,private transport,yellow,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4649,4649,1,No,ARTS,Auditory,HCDW1A,Female,N,52.0,20.0,10.0,16.0,11.0,95.0,21:30,5:30,public transport,white,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
4650,4650,1,Yes,ARTS,Auditory,YCHGD1,Female,Y,75.0,15.0,2.0,15.0,6.0,96.0,21:00,5:00,public transport,white,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
4651,4651,1,No,ARTS,Auditory,8L13ZJ,Male,N,41.0,18.0,10.0,15.0,8.0,59.0,2:00,6:00,private transport,green,1900-01-01 02:00:00,1900-01-01 06:00:00,0 days 04:00:00,240
4652,4652,2,No,SPORTS,Auditory,BII4VB,Female,N,45.0,22.0,2.0,16.0,12.0,92.0,21:00,5:00,public transport,yellow,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
4653,4653,1,Yes,CLUBS,Auditory,ET2KD7,Female,Y,75.0,15.0,2.0,15.0,8.0,96.0,21:30,5:30,public transport,black,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
4654,4654,1,No,SPORTS,Visual,C0YB2R,Male,N,50.0,21.0,9.0,15.0,9.0,99.0,22:00,6:00,private transport,black,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4655,4655,2,No,SPORTS,Visual,ZQE17J,Female,Y,46.0,9.0,14.0,16.0,6.0,70.0,23:00,6:00,private transport,green,1900-01-01 23:00:00,1900-01-01 06:00:00,0 days 07:00:00,420
4656,4656,2,No,CLUBS,Auditory,GQ61M6,Female,Y,71.0,14.0,5.0,15.0,11.0,95.0,22:30,6:30,private transport,white,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4657,4657,1,No,ARTS,Visual,FDUJMO,Male,N,59.0,15.0,11.0,15.0,15.0,92.0,21:00,5:00,public transport,red,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
4658,4658,2,No,SPORTS,Auditory,CZZA53,Male,Y,65.0,10.0,9.0,15.0,6.0,92.0,22:30,6:30,private transport,blue,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4659,4659,2,Yes,NONE,Visual,AILR0U,Female,N,73.0,6.0,12.0,15.0,9.0,99.0,22:30,6:30,private transport,yellow,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4660,4660,1,Yes,NONE,Visual,PRYAX5,Female,Y,95.0,9.0,12.0,16.0,8.0,92.0,0:00,7:00,walk,red,1900-01-01 00:00:00,1900-01-01 07:00:00,0 days 07:00:00,420
4661,4661,1,No,NONE,Auditory,EKKTYF,Male,Y,74.0,24.0,4.0,15.0,12.0,92.0,22:30,6:30,private transport,white,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4662,4662,0,No,CLUBS,Visual,SVZKFF,Male,Y,80.0,17.0,7.0,15.0,6.0,95.0,21:00,5:00,public transport,yellow,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
4663,4663,2,No,NONE,Auditory,SLHFQO,Male,Y,66.0,10.0,13.0,15.0,14.0,91.0,21:30,5:30,public transport,black,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
4664,4664,1,Yes,ARTS,Auditory,SIGYMC,Female,Y,72.0,2.0,18.0,16.0,10.0,99.0,21:30,5:30,public transport,red,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
4665,4665,0,No,SPORTS,Visual,R0TQ35,Male,N,74.0,17.0,11.0,15.0,15.0,93.0,23:00,7:00,walk,black,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
4666,4666,1,No,SPORTS,Visual,2DNB0O,Female,N,49.0,29.0,1.0,16.0,7.0,84.0,21:30,5:30,public transport,green,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
4667,4667,0,Yes,CLUBS,Auditory,519EWI,Female,Y,84.0,16.0,5.0,15.0,7.0,94.0,22:00,6:00,private transport,blue,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4668,4668,2,Yes,SPORTS,Visual,7RLRFB,Female,N,43.0,18.0,4.0,15.0,5.0,43.0,3:00,7:00,walk,black,1900-01-01 03:00:00,1900-01-01 07:00:00,0 days 04:00:00,240
4669,4669,0,No,CLUBS,Auditory,ZQ079V,Female,Y,58.0,1.0,26.0,16.0,10.0,92.0,21:30,5:30,public transport,black,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
4670,4670,2,No,CLUBS,Auditory,6879G2,Male,N,42.0,14.0,10.0,15.0,10.0,84.0,22:30,6:30,private transport,white,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4671,4671,1,No,NONE,Auditory,REXV7U,Female,N,68.0,8.0,23.0,16.0,9.0,95.0,22:00,6:00,private transport,yellow,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4672,4672,2,No,CLUBS,Visual,CDMMOV,Male,Y,61.0,20.0,2.0,16.0,10.0,97.0,21:00,5:00,public transport,blue,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
4673,4673,2,Yes,CLUBS,Auditory,AXRXIZ,Female,N,43.0,8.0,14.0,15.0,5.0,95.0,22:00,6:00,private transport,green,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4674,4674,1,No,CLUBS,Auditory,VJHNML,Male,N,38.0,13.0,15.0,16.0,3.0,60.0,1:00,6:00,private transport,yellow,1900-01-01 01:00:00,1900-01-01 06:00:00,0 days 05:00:00,300
4675,4675,0,Yes,SPORTS,Auditory,O9AW90,Male,N,78.0,16.0,4.0,16.0,5.0,92.0,21:30,5:30,public transport,green,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
4676,4676,1,Yes,NONE,Visual,HF6SN0,Female,Y,99.0,1.0,20.0,15.0,10.0,90.0,22:00,6:00,private transport,black,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4677,4677,2,No,NONE,Auditory,V6VDEX,Male,N,60.0,18.0,2.0,15.0,13.0,94.0,22:30,6:30,private transport,yellow,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4678,4678,2,No,SPORTS,Visual,UHPMPT,Female,Y,59.0,8.0,14.0,16.0,12.0,93.0,22:30,6:30,private transport,white,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4679,4679,0,Yes,SPORTS,Visual,XJP0PS,Female,N,69.0,11.0,5.0,15.0,13.0,93.0,22:30,6:30,private transport,yellow,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4680,4680,1,No,CLUBS,Visual,ZKLNKT,Male,N,52.0,30.0,0.0,16.0,9.0,99.0,22:00,6:00,private transport,red,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4681,4681,2,Yes,CLUBS,Auditory,MBO5DW,Male,Y,42.0,16.0,6.0,16.0,13.0,95.0,1:00,6:00,private transport,yellow,1900-01-01 01:00:00,1900-01-01 06:00:00,0 days 05:00:00,300
4682,4682,2,No,CLUBS,Auditory,AYBEAS,Female,Y,46.0,2.0,21.0,15.0,14.0,94.0,21:00,5:00,public transport,white,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
4683,4683,2,No,CLUBS,Visual,XATSDN,Male,Y,72.0,13.0,4.0,16.0,17.0,100.0,21:00,5:00,public transport,yellow,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
4684,4684,1,No,NONE,Auditory,YTHNTX,Female,N,47.0,12.0,18.0,15.0,7.0,99.0,23:00,7:00,walk,green,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
4685,4685,0,No,NONE,Auditory,BA35EB,Female,Y,95.0,16.0,9.0,15.0,6.0,93.0,21:00,5:00,public transport,red,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
4686,4686,1,Yes,SPORTS,Auditory,OTM3EL,Female,Y,74.0,12.0,5.0,16.0,12.0,93.0,21:00,5:00,public transport,red,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
4687,4687,1,No,CLUBS,Visual,S7KC2A,Male,N,66.0,13.0,9.0,15.0,12.0,98.0,22:30,6:30,private transport,blue,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4688,4688,0,No,NONE,Visual,PPNRE2,Male,N,66.0,25.0,2.0,16.0,7.0,96.0,23:00,7:00,walk,red,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
4689,4689,1,Yes,SPORTS,Auditory,ILM8KQ,Male,N,45.0,21.0,7.0,16.0,7.0,59.0,0:30,6:30,private transport,green,1900-01-01 00:30:00,1900-01-01 06:30:00,0 days 06:00:00,360
4690,4690,1,Yes,CLUBS,Auditory,XAHQCI,Female,Y,51.0,18.0,7.0,16.0,15.0,98.0,23:00,7:00,walk,white,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
4691,4691,0,No,NONE,Auditory,30YBHT,Male,N,64.0,10.0,11.0,15.0,7.0,98.0,23:00,7:00,walk,blue,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
4692,4692,1,Yes,NONE,Visual,M2HIQ1,Male,N,88.0,19.0,2.0,15.0,7.0,91.0,23:00,7:00,walk,black,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
4693,4693,0,Yes,CLUBS,Visual,HD8C0V,Female,N,69.0,9.0,7.0,16.0,20.0,99.0,22:30,6:30,private transport,black,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4694,4694,2,No,ARTS,Visual,SNPQOV,Male,Y,51.0,14.0,5.0,15.0,10.0,90.0,23:00,7:00,walk,red,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
4695,4695,1,No,SPORTS,Auditory,LZVBG6,Female,N,68.0,14.0,11.0,15.0,7.0,97.0,22:00,6:00,private transport,red,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4696,4696,2,No,SPORTS,Auditory,TYPKMY,Female,Y,70.0,16.0,3.0,16.0,20.0,93.0,23:00,6:00,private transport,white,1900-01-01 23:00:00,1900-01-01 06:00:00,0 days 07:00:00,420
4697,4697,0,Yes,NONE,Visual,BS2R50,Female,Y,84.0,7.0,9.0,15.0,5.0,91.0,23:00,7:00,walk,blue,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
4698,4698,0,No,SPORTS,Auditory,LJSTAV,Male,N,58.0,20.0,1.0,15.0,7.0,94.0,22:30,6:30,private transport,blue,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4699,4699,0,No,SPORTS,Auditory,K5C6X8,Male,N,69.0,15.0,5.0,15.0,6.0,94.0,21:00,5:00,public transport,green,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
4700,4700,1,Yes,CLUBS,Auditory,QB3IX5,Female,N,69.0,13.0,6.0,16.0,6.0,94.0,22:30,6:30,private transport,white,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4701,4701,1,No,CLUBS,Auditory,9ODFA2,Male,Y,59.0,10.0,17.0,16.0,12.0,93.0,23:00,7:00,walk,red,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
4702,4702,2,Yes,CLUBS,Visual,8W79EZ,Male,N,79.0,14.0,0.0,16.0,7.0,99.0,22:00,6:00,private transport,white,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4703,4703,0,No,SPORTS,Visual,WDKFP4,Male,Y,80.0,18.0,6.0,16.0,9.0,97.0,23:00,7:00,walk,blue,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
4704,4704,0,No,NONE,Visual,N5WCG8,Male,Y,61.0,12.0,8.0,16.0,19.0,93.0,21:00,5:00,public transport,white,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
4705,4705,0,No,SPORTS,Auditory,UFKNUO,Male,Y,73.0,10.0,12.0,16.0,6.0,92.0,22:00,6:00,private transport,red,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4706,4706,1,No,CLUBS,Auditory,UQK64L,Male,Y,44.0,28.0,0.0,16.0,5.0,98.0,23:00,7:00,walk,red,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
4707,4707,0,Yes,SPORTS,Visual,JH126F,Male,Y,80.0,12.0,3.0,15.0,9.0,98.0,21:30,5:30,public transport,yellow,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
4708,4708,2,No,CLUBS,Auditory,G6HK90,Male,N,54.0,17.0,5.0,16.0,9.0,99.0,22:30,6:30,private transport,red,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4709,4709,0,No,NONE,Visual,1ZS2ZP,Female,Y,92.0,9.0,14.0,15.0,9.0,96.0,22:30,6:30,private transport,blue,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4710,4710,1,No,SPORTS,Auditory,41TYY6,Male,N,40.0,13.0,11.0,16.0,13.0,82.0,22:00,6:00,private transport,red,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4711,4711,0,No,SPORTS,Auditory,B7GSNE,Male,Y,61.0,13.0,7.0,16.0,10.0,99.0,22:00,6:00,private transport,black,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4712,4712,0,Yes,NONE,Auditory,UXL55H,Male,Y,83.0,15.0,6.0,15.0,9.0,92.0,21:30,5:30,public transport,black,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
4713,4713,1,Yes,ARTS,Auditory,XDTN0F,Female,Y,71.0,19.0,0.0,15.0,20.0,95.0,22:00,6:00,private transport,white,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4714,4714,1,No,ARTS,Visual,LVX5Y6,Female,Y,42.0,21.0,9.0,15.0,13.0,75.0,23:30,6:30,private transport,black,1900-01-01 23:30:00,1900-01-01 06:30:00,0 days 07:00:00,420
4715,4715,1,No,ARTS,Auditory,SNVQ3B,Female,N,50.0,4.0,26.0,16.0,7.0,92.0,21:00,5:00,public transport,blue,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
4716,4716,0,No,NONE,Auditory,SVFJGC,Male,N,69.0,15.0,12.0,16.0,12.0,91.0,22:30,6:30,private transport,yellow,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4717,4717,0,Yes,NONE,Visual,Z8JTEX,Male,Y,81.0,14.0,1.0,15.0,9.0,95.0,22:30,6:30,private transport,blue,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4718,4718,1,Yes,ARTS,Visual,QF0SF8,Male,Y,100.0,16.0,1.0,16.0,9.0,93.0,23:00,7:00,walk,yellow,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
4719,4719,1,No,ARTS,Auditory,ZC5AS3,Male,N,48.0,24.0,1.0,16.0,7.0,67.0,23:00,5:00,public transport,white,1900-01-01 23:00:00,1900-01-01 05:00:00,0 days 06:00:00,360
4720,4720,1,No,CLUBS,Visual,66N1Q7,Male,N,39.0,28.0,2.0,16.0,9.0,65.0,1:30,6:30,private transport,white,1900-01-01 01:30:00,1900-01-01 06:30:00,0 days 05:00:00,300
4721,4721,1,Yes,ARTS,Auditory,BDETHW,Male,N,45.0,11.0,13.0,15.0,7.0,84.0,22:30,6:30,private transport,green,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4722,4722,1,Yes,SPORTS,Auditory,P7CO45,Male,N,46.0,28.0,2.0,15.0,1.0,92.0,21:30,5:30,public transport,yellow,1900-01-01 21:30:00,1900-01-01 05:30:00,0 days 08:00:00,480
4723,4723,0,Yes,ARTS,Auditory,R7CCXI,Female,Y,70.0,2.0,17.0,16.0,8.0,99.0,22:30,6:30,private transport,yellow,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4724,4724,1,Yes,NONE,Visual,CKGNAI,Male,N,88.0,11.0,10.0,15.0,6.0,97.0,23:00,7:00,walk,white,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
4725,4725,1,Yes,ARTS,Auditory,QYI29L,Male,Y,78.0,12.0,5.0,16.0,8.0,95.0,23:00,7:00,walk,yellow,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
4726,4726,1,Yes,CLUBS,Visual,TJL2F3,Female,Y,82.0,9.0,8.0,16.0,6.0,98.0,23:00,7:00,walk,black,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
4727,4727,2,No,NONE,Auditory,ZKL375,Male,Y,62.0,20.0,0.0,15.0,15.0,96.0,22:00,6:00,private transport,blue,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4728,4728,0,No,ARTS,Auditory,PCHJ5G,Female,Y,79.0,5.0,18.0,15.0,8.0,97.0,22:00,6:00,private transport,red,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4729,4729,1,Yes,NONE,Auditory,3WPWEY,Female,Y,77.0,15.0,2.0,15.0,5.0,94.0,22:00,6:00,private transport,green,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4730,4730,0,No,NONE,Auditory,MQ9ZKC,Male,Y,80.0,21.0,1.0,15.0,6.0,99.0,22:00,6:00,private transport,black,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4731,4731,1,No,CLUBS,Auditory,6ZOEP3,Male,N,46.0,15.0,14.0,16.0,4.0,96.0,22:00,6:00,private transport,blue,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4732,4732,1,No,SPORTS,Visual,B6M71A,Female,Y,54.0,0.0,24.0,16.0,12.0,93.0,22:30,6:30,private transport,yellow,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
4733,4733,0,No,CLUBS,Auditory,784VJP,Male,Y,59.0,17.0,10.0,16.0,15.0,96.0,22:00,6:00,private transport,red,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4734,4734,0,No,SPORTS,Auditory,JS55ND,Female,Y,77.0,21.0,0.0,16.0,7.0,99.0,21:00,5:00,public transport,green,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
4735,4735,0,No,SPORTS,Visual,8CCW84,Female,Y,88.0,16.0,7.0,15.0,8.0,90.0,23:00,6:00,private transport,green,1900-01-01 23:00:00,1900-01-01 06:00:00,0 days 07:00:00,420
4736,4736,1,No,ARTS,Auditory,F791OB,Male,Y,58.0,21.0,1.0,15.0,13.0,98.0,23:00,7:00,walk,blue,1900-01-01 23:00:00,1900-01-01 07:00:00,0 days 08:00:00,480
4737,4737,1,No,CLUBS,Auditory,3ZOZHM,Male,Y,65.0,14.0,14.0,16.0,13.0,100.0,21:00,5:00,public transport,blue,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
4738,4738,0,No,NONE,Auditory,X6D9LF,Male,Y,94.0,18.0,3.0,16.0,7.0,91.0,21:00,5:00,public transport,yellow,1900-01-01 21:00:00,1900-01-01 05:00:00,0 days 08:00:00,480
4739,4739,0,No,SPORTS,Visual,ES1L52,Female,Y,74.0,17.0,5.0,15.0,8.0,99.0,22:00,6:00,private transport,blue,1900-01-01 22:00:00,1900-01-01 06:00:00,0 days 08:00:00,480
4740,4740,1,No,SPORTS,Auditory,QAYVFP,Female,Y,59.0,4.0,20.0,15.0,13.0,91.0,22:30,6:30,private transport,red,1900-01-01 22:30:00,1900-01-01 06:30:00,0 days 08:00:00,480
